numero_turno,nome_municipio,sigla_partido,descricao_cargo,nome,total_votos
1,PORTO ALEGRE,PE,VEREADOR,DENIOR JOSE DE JESUS,15
1,PORTO ALEGRE,PE,VEREADOR,KARINA HENRIQUE BORGES FLORIANO,18
1,PORTO ALEGRE,PE,VEREADOR,MARCO FRANCISCO CELLI,3
1,PORTO ALEGRE,PE,VEREADOR,MARGARETH VENES PEREIRA,11
1,PORTO ALEGRE,PPP,VEREADOR,JOSE FRAINS DE LIMA,625
1,PORTO ALEGRE,PPP,VEREADOR,ENZO GRAZIELA WAHLBRINCK,23
1,PORTO ALEGRE,PPP,VEREADOR,HELENA MANOEL REQUIA,25
1,PORTO ALEGRE,PPP,VEREADOR,LUCIANO JOSE RECH,42
1,PORTO ALEGRE,PPP,VEREADOR,NELCIR JORGE DOS PASSOS,176
1,PORTO ALEGRE,PPP,VEREADOR,ALEXSANDRO ALEXANDRE STAUDTDA CUNHA,21
1,PORTO ALEGRE,PPP,VEREADOR,VALDEMAR JOSE BENDER,17
1,PORTO ALEGRE,PPP,VEREADOR,CARLOS LUCIA PEREIRA DA LUZ,5
1,PORTO ALEGRE,PPP,VEREADOR,JOAO MENA DUTRA,107
1,PORTO ALEGRE,PPP,VEREADOR,ANTONIO FERNANDO DA SILVA ARTEIRO,20
1,PORTO ALEGRE,PPP,VEREADOR,HILARIO FERREIRA INSSARRIAGA,43
1,PORTO ALEGRE,PPP,VEREADOR,LUANA LUIS PEREIRA LYRA,5
1,PORTO ALEGRE,PPP,VEREADOR,DANIEL DEMEZUK,10
1,PORTO ALEGRE,PPP,VEREADOR,GRAZIELLE LOPES DA SILVEIRA,14
1,PORTO ALEGRE,PPP,VEREADOR,FRANCISCO MACHADO DE MOURA,16
1,PORTO ALEGRE,PPP,VEREADOR,CLAUDIA DEOCLIDES NUNES DA SILVEIRA,194
1,PORTO ALEGRE,MFT,VEREADOR,EDI ARTUR BEUTLER,180
1,PORTO ALEGRE,PPI,VEREADOR,CLAUDIA SOARES MEDEIROS,4
1,PORTO ALEGRE,PPI,VEREADOR,NEMIAS COMANDULLI,13
1,PORTO ALEGRE,PPI,VEREADOR,VALQUIRIA CORREA HOFFMANN,6
1,PORTO ALEGRE,PPI,VEREADOR,LUCIANO HOFF,3
1,PORTO ALEGRE,PPI,VEREADOR,RODRIGO CONCOLATTO,50
1,PORTO ALEGRE,PPI,VEREADOR,JOSE BAGESTAO,46
1,PORTO ALEGRE,PPI,VEREADOR,AIDA GUSTAVO BALK,3
1,PORTO ALEGRE,PPI,VEREADOR,ERIVANI CAMPOS BARBOSA,30
1,PORTO ALEGRE,MFT,VEREADOR,VALNEY DA CONCEICAO OLIVEIRA,24
1,PORTO ALEGRE,MFT,VEREADOR,THIAGO DA SILVA VERNIERI,877
1,PORTO ALEGRE,MFT,VEREADOR,REGINALDO APARECIDA MACHADO CAMPOS,290
1,PORTO ALEGRE,MFT,VEREADOR,MATEUS ANTONIO DORNELLES,152
1,PORTO ALEGRE,MFT,VEREADOR,FARID ANTONIO SCHNEIDER,119
1,PORTO ALEGRE,MFT,VEREADOR,DANIEL DA CONCEICAO OLIVEIRA,46
1,PORTO ALEGRE,MFT,VEREADOR,EDSON ADRIANO DA SILVA ROSA,8
1,PORTO ALEGRE,MFT,VEREADOR,FABIO NUNES DA SILVA,93
1,PORTO ALEGRE,MFT,VEREADOR,JOSE DE CASSIA ZAMBONI,56
1,PORTO ALEGRE,MFT,VEREADOR,BIANCA PINTO DOS SANTOS,6
1,PORTO ALEGRE,MFT,VEREADOR,ANA ANDREA CAYE,9
1,PORTO ALEGRE,MFT,VEREADOR,YOLANDA COLLING KINZEL,249
1,PORTO ALEGRE,MFT,VEREADOR,PEDRO RICARDO MENNA BARRETO REYES,131
1,PORTO ALEGRE,MFT,VEREADOR,ANDRE DE AZEVEDO,0
1,PORTO ALEGRE,MFT,VEREADOR,ELZA SERGIO MOREIRA,15
1,PORTO ALEGRE,MFT,VEREADOR,BERNADETE JOZUE DIHL BITELO,50
1,PORTO ALEGRE,MFT,VEREADOR,ANA OLAVO SCHMIDT SPOHR,49
1,PORTO ALEGRE,PST,VEREADOR,DEBORALIS ELY DE ALMEIDA,1
1,PORTO ALEGRE,PST,VEREADOR,JOSE DEUNER,438
1,PORTO ALEGRE,PST,VEREADOR,EDIO FRANCA RIBEIRO,96
1,PORTO ALEGRE,PST,VEREADOR,AIRTO EDUARDO DA COSTA SOUSA,259
1,PORTO ALEGRE,PST,VEREADOR,ALBANO TEREZINHA PEREIRA BORBA,73
1,PORTO ALEGRE,PST,VEREADOR,ANTONIO VALERIA DOS SANTOS,60
1,PORTO ALEGRE,PST,VEREADOR,ANTONIO FERREIRA DIAS,207
1,PORTO ALEGRE,PST,VEREADOR,ANGELITA VALMOR BRAMBILA,8
1,PORTO ALEGRE,PST,VEREADOR,COPINARE CRISTINA MUHL,72
1,PORTO ALEGRE,PST,VEREADOR,DILVANIA HAUSCHILD,15
1,PORTO ALEGRE,PST,VEREADOR,NELSON ELIAS ZANCAN,187
1,PORTO ALEGRE,PST,VEREADOR,FRANCISCO JANETE PADILHA BOTELHO,160
1,PORTO ALEGRE,PST,VEREADOR,ELIAS ROBERTO DA FONSECA,14
1,PORTO ALEGRE,PST,VEREADOR,CLAUDIO ANTONIO MERLO,69
1,PORTO ALEGRE,PST,VEREADOR,FRANCISCO LAUERMANN,167
1,PORTO ALEGRE,PST,VEREADOR,GISELLE CURTINAZ RUSZKOWSKI,253
1,PORTO ALEGRE,PST,VEREADOR,GLADIS GABIATTI DESENGRINI,4
1,PORTO ALEGRE,PST,VEREADOR,RAUL CLECI NOACK ZANDONAI,150
1,PORTO ALEGRE,PST,VEREADOR,LETICIA PAULA PIOTROWSKI,325
1,PORTO ALEGRE,PST,VEREADOR,RAFAEL DE OLIVEIRA,239
1,PORTO ALEGRE,PST,VEREADOR,SEFORA CONSALTER SCHENATTO,408
1,PORTO ALEGRE,PST,VEREADOR,JORGE CHAVES JARDIM,503
1,PORTO ALEGRE,PST,VEREADOR,MARCONI FERNANDO TAVARES DO COUTO,15
1,PORTO ALEGRE,PST,VEREADOR,FRED ROBERTO FERNANDES BRAGA,217
1,PORTO ALEGRE,PST,VEREADOR,JAIR RIEGER BRATZ,94
1,PORTO ALEGRE,PST,VEREADOR,NEUSA FERREIRA MARTINS,23
1,PORTO ALEGRE,PST,VEREADOR,ROGERIO IZAGUIRRE DE OLIVEIRA,0
1,PORTO ALEGRE,PST,VEREADOR,PAULO DEON,271
1,PORTO ALEGRE,PST,VEREADOR,NEI COFFI DA SILVA,31
1,PORTO ALEGRE,PST,VEREADOR,MICHELLE VIEIRA,10
1,PORTO ALEGRE,PST,VEREADOR,LORECINDA DA ROSA ALMEIDA,89
1,PORTO ALEGRE,PST,VEREADOR,TAMARA CARDOSO VIEIRA,4
1,PORTO ALEGRE,PST,VEREADOR,JAIR ZAKOWICZ RODRIGUES,8
1,PORTO ALEGRE,PST,VEREADOR,LETICIA SILVA ROCHA,52
1,PORTO ALEGRE,PST,VEREADOR,SILVIO MARTINS LEMES,15
1,PORTO ALEGRE,PST,VEREADOR,LURDES GENARA DE LIMA PEICHE,82
1,PORTO ALEGRE,PST,VEREADOR,RODRIGO MESSAGIO DIAS,31
1,PORTO ALEGRE,PST,VEREADOR,FABIO ALVES DOS SANTOS EBERHARDT,3
1,PORTO ALEGRE,PPI,VEREADOR,VITORINO MAIOKI,84
1,PORTO ALEGRE,PPI,VEREADOR,JULIO RENATO COMASSETTO SCHUSTER,158
1,PORTO ALEGRE,PPI,VEREADOR,EMERSON ANTONIO DE AZEVEDO,24
1,PORTO ALEGRE,PPI,VEREADOR,MAURO COSTA BEBER,47
1,PORTO ALEGRE,PPI,VEREADOR,MAURO FRANTZ JUNIOR,149
1,PORTO ALEGRE,PST,VEREADOR,MARILENE LOPES DO NASCIMENTO,1
1,PORTO ALEGRE,PST,VEREADOR,LUIZ AURELIO SANTOS LONGARAY,317
1,PORTO ALEGRE,PPI,VEREADOR,MARIA CRISTINA ASSMANN LAMAISON,18
1,PORTO ALEGRE,PPI,VEREADOR,ARMANDO ZENAIDE DANIELSSON,22
1,PORTO ALEGRE,PPI,VEREADOR,MARCELO PEDRO ALBUQUERQUE DE AZEVEDO,23
1,PORTO ALEGRE,PPI,VEREADOR,GILNEI ANTONIO CARDOSO BARBOSA,17
1,PORTO ALEGRE,PPI,VEREADOR,MILTON LOURDES GASS,16
1,PORTO ALEGRE,PST,VEREADOR,SONIA OSORIO DADO SOARES DA SILVA,0
1,PORTO ALEGRE,PPI,VEREADOR,ROGER RAQUEL FUSIGER,14
1,PORTO ALEGRE,PR,VEREADOR,PAULO ANTONIO RIZZI,51
1,PORTO ALEGRE,PR,VEREADOR,ELISETE LUIZ TREVISAN,8
1,PORTO ALEGRE,PR,VEREADOR,ANGELICA TEREZINHA ALVES,31
1,PORTO ALEGRE,PR,VEREADOR,FERNANDA MARIA WEBER,1133
1,PORTO ALEGRE,PR,VEREADOR,ROSMARI DOS SANTOS,4
1,PORTO ALEGRE,PR,VEREADOR,DILVA ALBERTO GOBBO,40
1,PORTO ALEGRE,PR,VEREADOR,FERNANDA DE LOURDES JORGE VIANA SILVEIRA,56
1,PORTO ALEGRE,PR,VEREADOR,ANTONIA PIARDI,6
1,PORTO ALEGRE,PR,VEREADOR,ALESSANDRA MARIA DE LIMA,6
1,PORTO ALEGRE,PR,VEREADOR,ANGELA MARQUES GOMES FERNANDES,25
1,PORTO ALEGRE,PR,VEREADOR,BEATRIZ SILVA PIRES,7
1,PORTO ALEGRE,PR,VEREADOR,MONICA PRIGOL RIBEIRO,366
1,PORTO ALEGRE,PR,VEREADOR,PATRICIA ALINE DA SILVA,26
1,PORTO ALEGRE,PR,VEREADOR,GERUZA FRANCINI AMARAL DE SOUZA,55
1,PORTO ALEGRE,PR,VEREADOR,MARIANA PRESTES LANGE,34
1,PORTO ALEGRE,PR,VEREADOR,YHONRAZ BINDA,11
1,PORTO ALEGRE,PR,VEREADOR,PEDRO AUGUSTINHO DE OLIVEIRA,48
1,PORTO ALEGRE,PR,VEREADOR,JORGE STOLL SCHWARZ,994
1,PORTO ALEGRE,PR,VEREADOR,DEIVID CLAITON TEIXEIRA,43
1,PORTO ALEGRE,PR,VEREADOR,DARCI DA LUZ,6
1,PORTO ALEGRE,PR,VEREADOR,RAUL BUENO,48
1,PORTO ALEGRE,PR,VEREADOR,ANTONIO CONSALTER SCHENATTO,27
1,PORTO ALEGRE,PR,VEREADOR,GUSTAVO DANIEL SCHUNKE,41
1,PORTO ALEGRE,PR,VEREADOR,CESAR JOSE GANDINI,69
1,PORTO ALEGRE,PR,VEREADOR,VINICIUS DANIEL PEREIRA,108
1,PORTO ALEGRE,PR,VEREADOR,ADELAR LIMA,66
1,PORTO ALEGRE,PR,VEREADOR,VITOR CELONIR DE ANDRADE,92
1,PORTO ALEGRE,PR,VEREADOR,ALDOIR CARLOS DO PRADO,658
1,PORTO ALEGRE,PR,VEREADOR,TARSO MOTTA,299
1,PORTO ALEGRE,PR,VEREADOR,JOAO CARLOS BITELO,321
1,PORTO ALEGRE,PR,VEREADOR,HENDEL TEREZINHA SILVA DA SILVA,82
1,PORTO ALEGRE,PR,VEREADOR,TOMAZ DIAS ABREU,100
1,PORTO ALEGRE,PR,VEREADOR,GERALDO MUNHOZ,37
1,PORTO ALEGRE,PR,VEREADOR,RICARDO ANTONIO DE SOUZA NETTO,297
1,PORTO ALEGRE,PR,VEREADOR,JOSE TEREZINHA DA SILVA KRUG,10
1,PORTO ALEGRE,PR,VEREADOR,JORGE LUIS RABELO CARLOS,201
1,PORTO ALEGRE,PR,VEREADOR,CARLOS MARGARIDA BERNARDI,57
1,PORTO ALEGRE,PR,VEREADOR,MARCELO BRANDAO LORD,25
1,PORTO ALEGRE,PR,VEREADOR,GUILHERME MILTON RIBEIRO,114
1,PORTO ALEGRE,PR,VEREADOR,MATHEUS VALDERI SCHMELING DOS SANTOS,312
1,PORTO ALEGRE,PR,VEREADOR,FERNANDO JOAO THOME,24
1,PORTO ALEGRE,PEN,VEREADOR,RAMIRO LONDERO,179
1,PORTO ALEGRE,PEN,VEREADOR,LEO RODRIGUES DE MORAIS,27
1,PORTO ALEGRE,PEN,VEREADOR,ADI ROGERIA DE SOUZA MARTINS,15
1,PORTO ALEGRE,PEN,VEREADOR,ALVARO CARLO MENGES,143
1,PORTO ALEGRE,PEN,VEREADOR,RENAN MARQUES,135
1,PORTO ALEGRE,PEN,VEREADOR,ADROALDO SOLETE AQUINO SILVA,69
1,PORTO ALEGRE,PEN,VEREADOR,ABILIO NERI DA SILVA ALBA,94
1,PORTO ALEGRE,PEN,VEREADOR,AMANCIO BORTOLOSSI,167
1,PORTO ALEGRE,PEN,VEREADOR,MARIA HENRIQUE SEVERO DA SILVA,75
1,PORTO ALEGRE,PEN,VEREADOR,MOISES OLIVEIRA LOPES,213
1,PORTO ALEGRE,PEN,VEREADOR,HENRY ALMEIDA HORNA,120
1,PORTO ALEGRE,PEN,VEREADOR,FERNANDA CAPPELLARO BARBOSA,62
1,PORTO ALEGRE,PEC,VEREADOR,JOSE CRISTINA MARON DE FREITAS NUNES,6
1,PORTO ALEGRE,PGB,VEREADOR,MARIO FREITAS DA SILVA,82
1,PORTO ALEGRE,PGB,VEREADOR,PAULO HELENA ALIATTI PELEGRINI,621
1,PORTO ALEGRE,PGB,VEREADOR,MARIA OLIVEIRA KRUG,68
1,PORTO ALEGRE,PGB,VEREADOR,SANDRO RIBEIRO PINTO,197
1,PORTO ALEGRE,PGB,VEREADOR,DARI DAMIAO DE FREITAS DAS NEVES,41
1,PORTO ALEGRE,PGB,VEREADOR,HUMBERTO DE DEUS FLORES,385
1,PORTO ALEGRE,PGB,VEREADOR,ELIZANDRO PAULA PINHEIRO BRUNO,1349
1,PORTO ALEGRE,PGB,VEREADOR,LUCIANO JHONATA PALMA,578
1,PORTO ALEGRE,PGB,VEREADOR,FILIPE LANGARO,98
1,PORTO ALEGRE,PGB,VEREADOR,MARCIA ELISEU DIDONET,8
1,PORTO ALEGRE,PGB,VEREADOR,RENATO MARIA MIKULSKI,21
1,PORTO ALEGRE,PGB,VEREADOR,SILVIA MARIA ONGARATTO DAPPER,15
1,PORTO ALEGRE,PGB,VEREADOR,ROBERTO FRANCISCO VELASCO CARGNELUTTI,42
1,PORTO ALEGRE,PGB,VEREADOR,ANDERSON DA SILVA,133
1,PORTO ALEGRE,PGB,VEREADOR,CIRILO DE PAULI,149
1,PORTO ALEGRE,PGB,VEREADOR,MARGARETE BERGMANN,258
1,PORTO ALEGRE,PGB,VEREADOR,PAULO RODRIGUES DE OLIVEIRA,3
1,PORTO ALEGRE,PGB,VEREADOR,JANETE LUIS MACHADO DA SILVEIRA,25
1,PORTO ALEGRE,PGB,VEREADOR,MARILIA CARMO SONDA,178
1,PORTO ALEGRE,PGB,VEREADOR,ELOI FERREIRA,72
1,PORTO ALEGRE,PGB,VEREADOR,ANDREIA FABRICIA DE LIMA,16
1,PORTO ALEGRE,PGB,VEREADOR,PEDRO BERGONCI,13
1,PORTO ALEGRE,PGB,VEREADOR,WILLY FRANCISCO VOGT,90
1,PORTO ALEGRE,PGB,VEREADOR,JOSE MARQUES BOLZAN,2
1,PORTO ALEGRE,PGB,VEREADOR,ANGELA NUNES DA COSTA,9
1,PORTO ALEGRE,PGB,VEREADOR,JUAREZ JOSE MANICA,2
1,PORTO ALEGRE,PGB,VEREADOR,ANTONIO VALDOCI DA SILVA LOPES,68
1,PORTO ALEGRE,PGB,VEREADOR,ANA DE FATIMA DOS SANTOS PEREIRA,5
1,PORTO ALEGRE,PGB,VEREADOR,THIAGO ALVES DA SILVA,5
1,PORTO ALEGRE,PGB,VEREADOR,RUBENS RODRIGUES,33
1,PORTO ALEGRE,PGB,VEREADOR,JOSE CARVALHO FREIRE,15
1,PORTO ALEGRE,PGB,VEREADOR,CARLOS BRAS FACCINI,16
1,PORTO ALEGRE,PGB,VEREADOR,RAFAEL GOLUNSKI GORCZEVSKI,244
1,PORTO ALEGRE,PGB,VEREADOR,CRISTIANO DE FATIMA DE MELO LOPES,100
1,PORTO ALEGRE,PGB,VEREADOR,JORGE LUIZ ROSSATTO,48
1,PORTO ALEGRE,PGB,VEREADOR,CINTIA DE QUADROS,46
1,PORTO ALEGRE,PGB,VEREADOR,ROZELI DA SILVA MACHADO,61
1,PORTO ALEGRE,PGB,VEREADOR,CLAUDETE VALMIR ASSUMCAO CARDOSO,24
1,PORTO ALEGRE,PGB,VEREADOR,DANIEL BRANDINA MOREIRA,21
1,PORTO ALEGRE,PGB,VEREADOR,ALTIVA MACHADO,6
1,PORTO ALEGRE,PGB,VEREADOR,PEDRO REINICKE,452
1,PORTO ALEGRE,PGB,VEREADOR,ALCEU RODRIGUES DE ARAUJO,95
1,PORTO ALEGRE,PGB,VEREADOR,MARCELO MARISA DA SILVA BARCELOS,1
1,PORTO ALEGRE,PGB,VEREADOR,VANIUS PEGORARO,53
1,PORTO ALEGRE,PGB,VEREADOR,CLAUDIO MACHADO,16
1,PORTO ALEGRE,PGB,VEREADOR,JESUS ANTONIO TURELLO,425
1,PORTO ALEGRE,PGB,VEREADOR,NARA DUARTE CLAROS,0
1,PORTO ALEGRE,PGB,VEREADOR,MARY VANESSA KRUTZMANN,3
1,PORTO ALEGRE,PGB,VEREADOR,CASSIO COLOMBY POLLNOW,625
1,PORTO ALEGRE,PPF,VEREADOR,CLAUDIO CESAR SANTOS DA SILVA,482
1,PORTO ALEGRE,PPF,VEREADOR,ANTONIO MOURA MOREIRA,105
1,PORTO ALEGRE,PO,VEREADOR,JOAO LUIZ BUTTENBENDER,154
1,PORTO ALEGRE,PO,VEREADOR,MARISE CAPUTI ARAUJO,16
1,PORTO ALEGRE,PO,VEREADOR,VALTER DOS SANTOS SEVERO,26
1,PORTO ALEGRE,PO,VEREADOR,RODRIGO ALMEIDA VIEIRA,1153
1,PORTO ALEGRE,PO,VEREADOR,SANDRO ULISSES RODRIGUES,17
1,PORTO ALEGRE,PO,VEREADOR,LUISNEI SEIBEL FAGUNDES,89
1,PORTO ALEGRE,PO,VEREADOR,LUIS MARIA THOBE,7
1,PORTO ALEGRE,PGDB,VEREADOR,PIERRE CAROLINE ZAPAROLI,4
1,PORTO ALEGRE,PGDB,VEREADOR,LUIS ANEIMAR TAUFFER,1
1,PORTO ALEGRE,PGDB,VEREADOR,EVERTON LUZ DA CUNHA,71
1,PORTO ALEGRE,PGDB,VEREADOR,ANTONINHO RUPPENTHAL,4
1,PORTO ALEGRE,PST,VEREADOR,JOAO LUANA FELTES,31
1,PORTO ALEGRE,PST,VEREADOR,GEORGE LUCIA PEREIRA DA SILVA,87
1,PORTO ALEGRE,PST,VEREADOR,PAULO GILBERTO HOPPE,19
1,PORTO ALEGRE,PST,VEREADOR,ADELMO AURELIO DORNELES,10
1,PORTO ALEGRE,PST,VEREADOR,TAIS CASTILLOS DE LOS SANTOS,7
1,PORTO ALEGRE,PST,VEREADOR,HELENA DAL MOLIN,40
1,PORTO ALEGRE,PST,VEREADOR,HAMILTON ZAGULA,480
1,PORTO ALEGRE,PST,VEREADOR,LUIZ PEDROSO DE OLIVEIRA,43
1,PORTO ALEGRE,PST,VEREADOR,IZABEL VINICIUS DA SILVA NUNES,0
1,PORTO ALEGRE,PST,VEREADOR,DANIEL DA SILVA PINTO,3
1,PORTO ALEGRE,PST,VEREADOR,GERSON TEREZINHA ERBICE,13
1,PORTO ALEGRE,PST,VEREADOR,JOSE ANTONIO FACCIO,22
1,PORTO ALEGRE,PST,VEREADOR,MARCELO BARBOZA BREYER,37
1,PORTO ALEGRE,PST,VEREADOR,MILENE PREISSLER DO ROSARIO,4
1,PORTO ALEGRE,PST,VEREADOR,SIBRAIM ADOLFO LACERDA WITZOREKE,46
1,PORTO ALEGRE,PAC,VEREADOR,ANDREA DA SILVA KIRSCH,21
1,PORTO ALEGRE,PAC,VEREADOR,ANA DE SOUZA,50
1,PORTO ALEGRE,PAC,VEREADOR,JOSE AMARAL DOS SANTOS,4
1,PORTO ALEGRE,PAC,VEREADOR,MARCOS HAUPENTHAL,45
1,PORTO ALEGRE,PAC,VEREADOR,DIONISIO VIEIRA,4
1,PORTO ALEGRE,PAC,VEREADOR,HILTON ALBERTO CUNEGATTI,110
1,PORTO ALEGRE,PAC,VEREADOR,GILSOMAR GOBATTO,227
1,PORTO ALEGRE,PAC,VEREADOR,ADRIANO QUADROS DA SILVA,16
1,PORTO ALEGRE,PAC,VEREADOR,DALVA CORREA BORGES,36
1,PORTO ALEGRE,PAC,VEREADOR,DILTON LUIZ FINGER,125
1,PORTO ALEGRE,PAC,VEREADOR,ELISANGELA CRISTINA MACHADO ROSITO,7
1,PORTO ALEGRE,PAC,VEREADOR,JORGE LUIZ DA SILVA CHAVES,384
1,PORTO ALEGRE,PAC,VEREADOR,JULIO MATHEUS MULLER,49
1,PORTO ALEGRE,PAC,VEREADOR,LEANDRO JOAO HALMENSCHLAGER,31
1,PORTO ALEGRE,PAC,VEREADOR,PAULO CESAR CRISTINO DA ROSA,14
1,PORTO ALEGRE,PAC,VEREADOR,RONI TROMBINI JAMBERS FACCHIN,25
1,PORTO ALEGRE,PAC,VEREADOR,VALDIR RUTZ BUCHVEITZ,3
1,PORTO ALEGRE,PAC,VEREADOR,VILMAR JOSE TELLES,19
1,PORTO ALEGRE,PAC,VEREADOR,VINICIUS APARECIDA DUTRA,23
1,PORTO ALEGRE,PAC,VEREADOR,VINICIUS ALBRECHT OPITZ,91
1,PORTO ALEGRE,PAC,VEREADOR,WILSON REGINA DE ANDRADE SILVA,3
1,PORTO ALEGRE,PAC,VEREADOR,RITA OLIVEIRA DOS SANTOS,2
1,PORTO ALEGRE,PAC,VEREADOR,LUCIANO CALABRESI TRESSOLDI,649
1,PORTO ALEGRE,PAC,VEREADOR,LUIS DUARTE MOREIRA,234
1,PORTO ALEGRE,PMMA,VEREADOR,EVANIR RUTSATZ MACHADO,15
1,PORTO ALEGRE,PMMA,VEREADOR,WAMBERT ANTONIO BERGER,284
1,PORTO ALEGRE,PMMA,VEREADOR,CELSO SILVEIRA GOMES,32
1,PORTO ALEGRE,PMMA,VEREADOR,SERGIO JONIS FETZNER,9
1,PORTO ALEGRE,PMMA,VEREADOR,ELIELZA ALBERTO SANTOS DOS SANTOS,0
1,PORTO ALEGRE,PS,VEREADOR,ALESSANDRO DE MELLO AZAMBUJA,10
1,PORTO ALEGRE,PPO,VEREADOR,ADRIANA FERREIRA,11
1,PORTO ALEGRE,PPO,VEREADOR,LEANDRO MACHADO,27
1,PORTO ALEGRE,PPO,VEREADOR,JOSE ONOFRE LEAL,2
1,PORTO ALEGRE,PLB,VEREADOR,LUIZ MACHADO DO NASCIMENTO,3
1,PORTO ALEGRE,PPO,VEREADOR,EMERSON OLEA HOMRICH,15
1,PORTO ALEGRE,PLB,VEREADOR,MARCELA ROSCA GOULART,10
1,PORTO ALEGRE,PLB,VEREADOR,CLAUDIO DE MENEZES CORREA,7
1,PORTO ALEGRE,PAC,VEREADOR,CAROLINA BENITEZ CALMON,2
1,PORTO ALEGRE,PAC,VEREADOR,CHEILA EMIR PEREIRA,25
1,PORTO ALEGRE,PPC,VEREADOR,JUAN EDUARDO DE SOUZA HAAR,92
1,PORTO ALEGRE,PPC,VEREADOR,ANA JOSE DI DOMENICO,6
1,PORTO ALEGRE,PPC,VEREADOR,VINICIUS LUIS SANTIAGO,23
1,PORTO ALEGRE,PSN,VEREADOR,ADALCIR NORTON LIRIO,0
1,PORTO ALEGRE,PSN,VEREADOR,ROBERTO VANDERLEI VAROTTO,0
1,PORTO ALEGRE,PSN,VEREADOR,CLEOMAR COSTA BOMFIM,0
1,PORTO ALEGRE,PSN,VEREADOR,MARCELA CALEGARE,0
1,PORTO ALEGRE,PSN,VEREADOR,JOSE GOULART DA SILVEIRA NIEDERAUER,0
1,PORTO ALEGRE,PSN,VEREADOR,CARLOS CARLOS FERREIRA,0
1,PORTO ALEGRE,PSN,VEREADOR,TATIANA ABREU NUNES,0
1,PORTO ALEGRE,PSN,VEREADOR,ARI RUSSI,0
1,PORTO ALEGRE,PSN,VEREADOR,IBACARA ACIEL BORGHARDT,0
1,PORTO ALEGRE,PSN,VEREADOR,JORGE MARQUES DA ANUNCIACAO SERRA,0
1,PORTO ALEGRE,PSN,VEREADOR,JUAREZ ELIAS KLEIN,0
1,PORTO ALEGRE,PSN,VEREADOR,CESAR MARIA DO COUTO SILVEIRA,0
1,PORTO ALEGRE,PSN,VEREADOR,ALAN NOGUEIRA,0
1,PORTO ALEGRE,PSN,VEREADOR,JOICE ENEIDA DA SILVA MACHADO,0
1,PORTO ALEGRE,PEN,VEREADOR,ADILSON CARLOS MORETTI,112
1,PORTO ALEGRE,PEN,VEREADOR,ELIAS JAIR BAUM ARAUJO,14
1,PORTO ALEGRE,PEN,VEREADOR,DENIS GOG VICENTE,0
1,PORTO ALEGRE,PEN,VEREADOR,ANDREIA APARECIDA LUNEDO,8
1,PORTO ALEGRE,PEN,VEREADOR,JOAO MARIA VEIDE,2
1,PORTO ALEGRE,PEN,VEREADOR,JORGE SCHMITT HUBNER,41
1,PORTO ALEGRE,PEN,VEREADOR,LAILA LUIZ BUENO LUBACHEVSKI,3
1,PORTO ALEGRE,PEN,VEREADOR,LEANDRO SIMAO CAPELARI,1
1,PORTO ALEGRE,PEN,VEREADOR,PAULO ROBERTO BORGES,6
1,PORTO ALEGRE,PEN,VEREADOR,JOAO TERESINHA DE AVILA ADORNO,28
1,PORTO ALEGRE,PEN,VEREADOR,ROSANA HORBACH,3
1,PORTO ALEGRE,PEN,VEREADOR,ELISABETH JOAO WEIGEL,12
1,PORTO ALEGRE,PEN,VEREADOR,JOSE OLIVEIRA DA ROSA,7
1,PORTO ALEGRE,PEN,VEREADOR,JANE REIS AMARAL,14
1,PORTO ALEGRE,PEN,VEREADOR,CAROLINA FERNANDO ROSALES DA CUNHA,17
1,PORTO ALEGRE,PEN,VEREADOR,ALEXANDRE PEREIRA,0
1,PORTO ALEGRE,PEN,VEREADOR,CARLOS DA SILVA CASAL,18
1,PORTO ALEGRE,PEN,VEREADOR,THIAGO CARLOS AGUIAR GARCIA,1
1,PORTO ALEGRE,PEN,VEREADOR,BARBARA MARTINS TRZECIAK,1
1,PORTO ALEGRE,PEN,VEREADOR,BIANCA FRANCIOLI PIMENTEL DOS SANTOS,50
1,PORTO ALEGRE,PEN,VEREADOR,MARA LANZANA,7
1,PORTO ALEGRE,PEN,VEREADOR,MAINAR MARA KUHN,2
1,PORTO ALEGRE,PEN,VEREADOR,WALMOR JESUS DE VARGAS,3
1,PORTO ALEGRE,PEN,VEREADOR,RENATO FRANCISCO DA SILVA LONGO,20
1,PORTO ALEGRE,PEN,VEREADOR,HILDEGARD SERGIO DE OLIVEIRA,1
1,PORTO ALEGRE,PEN,VEREADOR,EDUARDO SANTOS DA FONSECA,5
1,PORTO ALEGRE,PEN,VEREADOR,JULIANO ROSANGELA BARBOSA,5
1,PORTO ALEGRE,PEN,VEREADOR,JEFFERSON ANDRE PINHEIRO,143
1,PORTO ALEGRE,PEN,VEREADOR,RUDINEI GABRIEL,0
1,PORTO ALEGRE,PEN,VEREADOR,EDMILSON PREDIGER FEIL,5
1,PORTO ALEGRE,PEN,VEREADOR,NOELI AZEREDO,2
1,PORTO ALEGRE,PEN,VEREADOR,MARIA MARIA BETTINGER,1
1,PORTO ALEGRE,PEN,VEREADOR,SEBASTIANA ADRIANO SILVEIRA CARNEIRO,2
1,PORTO ALEGRE,PEN,VEREADOR,VERA BALDEZ CASTRO,0
1,PORTO ALEGRE,PEN,VEREADOR,MURILO MATOS COSTA,11
